,id,team,position,cost,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,total_points,in_dreamteam
Ainsley Maitland-Niles,21,Southampton,MID,50,90,0,0,1,0,0,0,0,0,0,0,0,12,29.8,5.3,0.0,3.5,1,0.00,0.01,0.01,1.38,3,False
Lucas Torreira di Pascua,22,Arsenal,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Reiss Nelson,23,Arsenal,MID,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Matt Turner,24,Arsenal,GK,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Fábio Ferreira Vieira,25,Arsenal,MID,60,11,0,1,0,0,0,0,0,0,0,0,0,16,17.6,13.8,0.0,3.1,0,0.00,0.17,0.17,0.11,4,False
William Saliba,26,Arsenal,DEF,45,90,0,0,0,2,0,0,0,0,0,0,0,20,19.8,1.6,2.0,2.3,1,0.00,0.01,0.01,0.51,1,False
Marcus Oliveira Alencar,27,Arsenal,MID,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Gabriel Fernando de Jesus,28,Arsenal,FWD,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Philippe Coutinho Correia,29,Aston Villa,MID,70,61,1,0,0,2,0,0,0,0,0,0,1,27,44.0,12.8,17.0,7.4,1,0.20,0.00,0.20,1.04,8,False
Danny Ings,30,West Ham,FWD,70,18,0,0,0,1,0,0,0,0,0,0,0,5,2.0,0.3,7.0,0.9,0,0.08,0.00,0.08,0.45,1,False
Emiliano Martínez Romero,31,Aston Villa,GK,50,90,0,0,0,4,1,0,0,1,0,2,0,5,9.6,0.0,0.0,1.0,1,0.00,0.00,0.00,3.28,-3,False
Calum Chambers,32,Aston Villa,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Lucas Digne,33,Aston Villa,DEF,50,12,0,0,0,2,0,0,0,0,0,0,0,3,0.2,0.3,0.0,0.1,0,0.00,0.02,0.02,1.39,0,False
Bertrand Traoré,34,Aston Villa,MID,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Robin Olsen,35,Aston Villa,GK,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Morgan Sanson,36,Aston Villa,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
John McGinn,37,Aston Villa,MID,55,90,0,0,0,4,0,0,0,0,0,0,0,14,17.6,1.3,7.0,2.6,1,0.07,0.03,0.10,3.28,2,False
Kortney Hause,38,Aston Villa,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Tyrone Mings,39,Aston Villa,DEF,45,90,0,0,0,4,0,0,0,0,0,0,0,10,12.0,0.3,0.0,1.2,1,0.00,0.00,0.00,3.28,0,False
Ollie Watkins,40,Aston Villa,FWD,75,77,1,0,0,2,0,0,0,0,0,0,2,29,38.2,0.9,21.0,6.0,1,0.08,0.00,0.08,1.89,8,False
Marvelous Nakamba,41,Aston Villa,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Emiliano Buendía Stati,42,Aston Villa,MID,60,66,0,0,0,2,0,0,0,0,0,0,0,6,7.4,4.8,0.0,1.2,1,0.00,0.00,0.00,1.50,2,False
Matty Cash,43,Aston Villa,DEF,50,90,0,1,0,4,0,0,0,0,0,0,0,18,24.2,10.8,0.0,3.5,1,0.00,0.00,0.00,3.28,3,False
Ezri Konsa Ngoyo,44,Aston Villa,DEF,45,90,0,0,0,4,0,0,0,0,0,0,0,9,23.2,0.4,2.0,2.6,1,0.00,0.03,0.03,3.28,0,False
Leon Bailey,45,Aston Villa,MID,50,23,0,0,0,2,0,0,0,0,0,0,0,0,7.4,4.5,21.0,3.3,0,0.06,0.04,0.10,1.78,1,False
Douglas Luiz Soares de Paulo,46,Aston Villa,MID,50,66,0,0,0,2,0,0,0,1,0,0,0,7,18.6,3.0,3.0,2.5,1,0.05,0.01,0.06,1.50,1,False
Jacob Ramsey,47,Aston Villa,MID,55,28,0,0,0,2,0,0,0,0,0,0,0,7,6.4,12.8,0.0,1.9,0,0.00,0.00,0.00,2.25,1,False
Carney Chukwuemeka,48,Chelsea,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Tim Iroegbunam,49,Aston Villa,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Diego Carlos Santos Silva,50,Aston Villa,DEF,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Anwar El Ghazi,51,Aston Villa,MID,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Keinan Davis,52,Aston Villa,FWD,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Boubacar Kamara,53,Aston Villa,MID,50,90,0,0,0,4,0,0,0,0,0,0,0,23,19.8,11.3,0.0,3.1,1,0.00,0.01,0.01,3.28,2,False
Cameron Archer,54,Aston Villa,FWD,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Jaden Philogene-Bidace,55,Aston Villa,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Frédéric Guilbert,56,Aston Villa,DEF,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Adam Smith,57,Bournemouth,DEF,45,90,0,0,1,0,0,0,0,1,0,0,0,15,11.6,0.7,0.0,1.2,1,0.00,0.01,0.01,1.16,5,False
Junior Stanislas,58,Bournemouth,MID,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Ryan Fredericks,59,Bournemouth,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
David Brooks,60,Bournemouth,MID,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Jamal Lowe,61,Bournemouth,MID,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Kieffer Moore,62,Bournemouth,FWD,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Emiliano Marcondes,63,Bournemouth,MID,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Jefferson Lerma Solís,64,Bournemouth,MID,50,45,0,0,0,0,0,0,0,0,0,0,0,6,10.4,0.3,0.0,1.1,1,0.00,0.00,0.00,0.75,1,False
Jack Stacey,65,Bournemouth,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Dominic Solanke,66,Bournemouth,FWD,60,90,0,1,1,0,0,0,0,0,0,0,0,13,20.6,11.8,19.0,5.1,1,0.19,0.33,0.52,1.16,5,False
Lewis Cook,67,Bournemouth,MID,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Ben Pearson,68,Bournemouth,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Ryan Christie,69,Bournemouth,MID,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Philip Billing,70,Bournemouth,MID,55,90,0,0,1,0,0,0,0,1,0,0,0,9,20.2,1.6,0.0,2.2,1,0.00,0.01,0.01,1.16,2,False
Chris Mepham,71,Bournemouth,DEF,45,9,0,0,0,0,0,0,0,0,0,0,0,4,7.4,0.3,0.0,0.8,0,0.00,0.00,0.00,0.02,1,False
Mark Travers,72,Bournemouth,GK,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Lloyd Kelly,73,Bournemouth,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Siriki Dembélé,74,Bournemouth,MID,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Jaidon Anthony,75,Bournemouth,MID,55,33,0,0,0,0,0,0,0,0,0,0,0,3,2.4,11.3,2.0,1.6,0,0.00,0.03,0.03,0.23,1,False
Jordan Zemura,76,Bournemouth,DEF,45,84,0,0,1,0,0,0,0,0,0,0,0,19,4.6,1.3,0.0,0.6,1,0.00,0.01,0.01,1.14,6,False
Will Dennis,77,Bournemouth,GK,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Pontus Jansson,78,Brentford,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Christian Nørgaard,79,Brentford,MID,55,83,0,0,0,1,0,0,0,1,0,0,0,7,13.0,16.1,17.0,4.6,1,0.26,0.08,0.34,0.96,1,False
Ivan Toney,80,Brentford,FWD,70,90,0,0,0,1,0,0,0,0,0,0,0,2,5.0,2.1,30.0,3.7,1,0.11,0.03,0.14,1.11,2,False
David Raya Martin,81,Brentford,GK,45,90,0,0,0,1,0,0,0,0,0,3,0,19,25.8,0.0,0.0,2.6,1,0.00,0.00,0.00,1.11,3,False
Sergi Canós Tenés,82,Brentford,DEF,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Josh Dasilva,83,Brentford,MID,45,62,0,0,1,0,0,0,0,0,0,0,0,9,4.0,7.8,0.0,1.2,1,0.00,0.10,0.10,0.29,3,False
Kristoffer Ajer,84,Brentford,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Rico Henry,85,Brentford,DEF,45,75,0,0,0,1,0,0,0,0,0,0,0,6,12.6,1.3,2.0,1.6,1,0.00,0.05,0.05,0.96,2,False
Vitaly Janelt,86,Brentford,MID,55,14,1,0,0,0,0,0,0,0,0,0,1,20,33.4,0.8,18.0,5.2,0,0.24,0.00,0.24,0.15,7,False
Saman Ghoddos,87,Brentford,MID,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Mathias Jensen,88,Brentford,MID,50,90,0,0,0,1,0,0,0,0,0,0,0,17,23.8,61.3,6.0,9.1,1,0.00,0.34,0.34,1.11,2,False
Yoane Wissa,89,Brentford,MID,55,62,0,0,1,0,0,0,0,0,0,0,0,3,0.4,10.8,0.0,1.1,1,0.00,0.01,0.01,0.29,3,False
Mads Roerslev Rasmussen,90,Brentford,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Mads Bech Sørensen,91,Brentford,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Ethan Pinnock,92,Brentford,DEF,45,90,0,0,0,1,0,0,0,0,0,0,0,16,21.0,1.1,6.0,2.8,1,0.00,0.01,0.01,1.11,2,False
Frank Onyeka,93,Brentford,MID,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Shandon Baptiste,94,Brentford,MID,45,6,0,0,0,0,0,0,0,0,0,0,0,3,3.6,1.6,0.0,0.5,0,0.00,0.01,0.01,0.15,1,False
Bryan Mbeumo,95,Brentford,FWD,60,90,0,1,0,1,0,0,0,0,0,0,0,18,22.6,20.2,5.0,4.8,1,0.03,0.14,0.17,1.11,5,False
Charlie Goode,96,Brentford,DEF,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Marcus Forss,97,Brentford,FWD,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Dominic Thompson,98,Brentford,DEF,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Mads Bidstrup,99,Brentford,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Ellery Balcombe,100,Brentford,GK,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Adam Lallana,101,Brighton,MID,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Jason Steele,102,Brighton,GK,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Danny Welbeck,103,Brighton,FWD,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Pascal Groß,104,Brighton,MID,55,90,0,0,0,1,0,0,0,0,0,0,0,21,14.4,47.8,2.0,6.4,1,0.00,0.37,0.37,0.31,2,False
Shane Duffy,105,Fulham,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Lewis Dunk,106,Brighton,DEF,45,90,0,0,0,1,0,0,0,0,0,0,0,11,15.6,11.1,8.0,3.5,1,0.09,0.07,0.16,0.31,2,False
Solly March,107,Brighton,MID,50,90,0,0,0,1,0,0,0,0,0,0,0,21,21.6,67.1,25.0,11.4,1,0.28,0.27,0.55,0.31,2,False
Adam Webster,108,Brighton,DEF,45,72,0,0,1,0,0,0,0,0,0,0,0,24,7.2,11.2,7.0,2.5,1,0.06,0.01,0.07,0.22,6,False
Joël Veltman,109,Brighton,DEF,45,90,0,0,0,1,0,0,0,0,0,0,0,20,13.0,13.9,7.0,3.4,1,0.08,0.03,0.11,0.31,2,False
Neal Maupay,110,Everton,FWD,65,80,0,0,1,0,0,0,0,0,0,0,0,4,5.2,5.7,32.0,4.3,1,0.50,0.01,0.51,0.34,2,False
Leandro Trossard,111,Arsenal,MID,65,67,0,0,0,2,0,0,0,0,0,0,0,8,9.8,22.3,4.0,3.6,1,0.00,0.11,0.11,0.33,2,False
Marc Cucurella Saseta,112,Chelsea,DEF,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Robert Sánchez,113,Brighton,GK,45,90,0,0,0,1,0,0,0,0,0,1,0,9,8.2,0.0,0.0,0.8,1,0.00,0.00,0.00,0.31,2,False
Tariq Lamptey,114,Brighton,DEF,45,28,0,0,0,1,0,0,0,0,0,0,0,5,6.4,11.5,4.0,2.2,0,0.06,0.02,0.08,0.17,1,False
Steven Alzate,115,Brighton,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Alexis Mac Allister,116,Brighton,MID,55,90,0,0,0,1,0,0,0,0,0,0,0,5,16.6,26.3,46.0,8.9,1,0.60,0.04,0.64,0.31,2,False
Jakub Moder,117,Brighton,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Enock Mwepu,118,Brighton,MID,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Jeremy Sarmiento Morante,119,Brighton,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Moisés Caicedo Corozo,120,Brighton,MID,50,90,0,0,0,1,0,0,0,0,0,0,0,14,12.6,15.3,3.0,3.1,1,0.04,0.05,0.09,0.31,2,False
Taylor Richards,121,Brighton,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Haydon Roberts,122,Brighton,DEF,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Deniz Undav,123,Brighton,FWD,55,17,0,0,0,1,0,0,0,0,0,0,0,-2,1.0,4.3,39.0,4.4,0,0.36,0.07,0.43,0.09,1,False
Kaoru Mitoma,124,Brighton,MID,50,90,0,0,0,1,0,0,0,0,0,0,0,4,7.4,14.4,14.0,3.6,1,0.00,0.08,0.08,0.31,2,False
Julio Enciso,125,Brighton,FWD,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Kacper Kozłowski,126,Brighton,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
César Azpilicueta,127,Chelsea,DEF,50,83,0,0,0,1,0,0,0,0,0,0,0,14,10.2,16.6,12.0,3.9,1,0.10,0.19,0.29,0.83,2,False
Thiago Emiliano da Silva,128,Chelsea,DEF,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Marcos Alonso,129,Chelsea,DEF,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Jorge Luiz Frello Filho,130,Arsenal,MID,60,90,0,1,0,2,0,0,0,0,0,0,0,15,12.4,29.9,7.0,4.9,1,0.06,0.10,0.16,0.51,5,False
Ross Barkley,131,Chelsea,MID,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Mateo Kovacic,132,Chelsea,MID,50,90,0,0,0,1,0,0,0,1,0,0,0,14,12.2,13.8,4.0,3.0,1,0.03,0.07,0.10,0.83,1,False
Kepa Arrizabalaga,133,Chelsea,GK,45,90,0,0,0,1,0,0,0,1,0,3,0,18,29.2,0.0,0.0,2.9,1,0.00,0.00,0.00,0.83,2,False
N'Golo Kanté,134,Chelsea,MID,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Hakim Ziyech,135,Chelsea,MID,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Ruben Loftus-Cheek,136,Chelsea,MID,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Timo Werner,137,Chelsea,FWD,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Robert Kenedy Nunes do Nascimento,138,Chelsea,DEF,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Ben Chilwell,139,Chelsea,DEF,60,83,0,0,0,1,0,0,0,0,0,0,0,8,6.4,2.3,4.0,1.3,1,0.02,0.01,0.03,0.83,2,False
Christian Pulisic,140,Chelsea,MID,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Trevoh Chalobah,141,Chelsea,DEF,50,6,0,0,0,0,0,0,0,0,0,0,0,4,2.6,0.2,0.0,0.3,0,0.00,0.00,0.00,0.00,1,False
Mason Mount,142,Chelsea,MID,80,63,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.3,4.0,0.4,1,0.01,0.00,0.01,0.49,2,False
Malang Sarr,143,Chelsea,DEF,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Callum Hudson-Odoi,144,Chelsea,MID,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Kai Havertz,145,Chelsea,FWD,80,26,0,0,0,0,0,0,0,0,0,0,0,10,11.8,36.7,8.0,5.7,0,0.00,0.66,0.66,0.34,1,False
Reece James,146,Chelsea,DEF,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Edouard Mendy,147,Chelsea,GK,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Conor Gallagher,148,Chelsea,MID,60,6,0,0,0,0,0,0,0,0,0,0,0,4,4.2,0.3,19.0,2.4,0,0.08,0.00,0.08,0.00,1,False
Billy Gilmour,149,Brighton,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Armando Broja,150,Chelsea,FWD,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Ethan Ampadu,151,Chelsea,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Vicente Guaita,152,Crystal Palace,GK,45,90,0,0,0,1,0,0,0,0,0,4,0,19,22.0,0.0,0.0,2.2,1,0.00,0.00,0.00,0.83,3,False
James Tomkins,153,Crystal Palace,DEF,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
James McArthur,154,Crystal Palace,MID,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Christian Benteke,155,Crystal Palace,FWD,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Joel Ward,156,Crystal Palace,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,False
Nathaniel Clyne,157,Crystal Palace,DEF,45,90,0,0,0,1,0,0,0,0,0,0,0,16,12.4,1.6,0.0,1.4,1,0.00,0.00,0.00,0.83,2,False
